Timestamps,ICT,"U06, U06A, U05B",OBS,"U05, U04, U04B, GEO",TEG,LIB,MEK,SOC,S01,D04,air temperature,Atm pressure mm of mercury,Relative humidity (%),is_weekend
22.02.2023 07:00,174.2,138.1,7.422000000000001,113.4,5,102.3,21.4,139.0,12.4,16.6,0.2127659574468085,0.9779639175257732,0.86,0
22.02.2023 08:00,189.1,160.6,7.223,139.6,5,140.6,29.2,161.3,29.1,17.2,0.2127659574468085,0.9788659793814433,0.86,0
22.02.2023 09:00,218.3,184.3,7.332,161.7,5,149.4,32.4,182.4,26.2,15.9,0.2127659574468085,0.9798969072164948,0.86,0
22.02.2023 10:00,220.1,200.2,8.783999999999999,177.2,4,151.3,33.6,193.0,30.7,16.7,0.2127659574468085,0.9807989690721649,0.8,0
22.02.2023 11:00,200.8,210.0,8.076,191.2,5,149.8,35.1,186.7,27.9,18.4,0.2127659574468085,0.9807989690721649,0.8,0
22.02.2023 12:00,204.4,207.6,8.357000000000001,193.0,5,158.0,37.3,198.0,25.9,20.0,0.2127659574468085,0.9818298969072164,0.8,0
22.02.2023 13:00,198.6,203.7,7.798,185.4,4,159.5,38.1,195.8,19.0,20.2,0.2127659574468085,0.9818298969072164,0.8,0
22.02.2023 14:00,194.3,203.4,7.885,179.4,5,152.5,38.0,193.2,22.3,21.8,0.2127659574468085,0.9818298969072164,0.8,0
22.02.2023 15:00,198.2,210.4,7.532,168.8,4,146.9,36.7,187.6,19.3,15.4,0.2127659574468085,0.9828608247422681,0.74,0
22.02.2023 16:00,219.6,202.9,7.234,164.7,5,137.7,34.8,192.0,41.5,17.2,0.2127659574468085,0.9828608247422681,0.74,0
22.02.2023 17:00,209.8,186.7,7.696000000000001,157.1,5,128.0,33.0,174.7,31.4,26.4,0.19148936170212766,0.9828608247422681,0.79,0
22.02.2023 18:00,187.1,170.2,7.585,131.2,5,121.5,28.6,170.2,34.5,26.8,0.1276595744680851,0.9836340206185566,0.92,0
22.02.2023 19:00,163.2,161.3,7.867,121.1,5,107.2,20.6,140.2,29.6,28.4,0.1276595744680851,0.9836340206185566,0.92,0
22.02.2023 20:00,130.9,135.4,7.729,109.6,4,96.2,20.3,123.2,27.4,29.5,0.1276595744680851,0.9836340206185566,0.92,0
22.02.2023 21:00,126.1,128.3,7.741,107.3,7,85.7,22.2,98.4,14.5,24.3,0.08510638297872342,0.9836340206185566,1.0,0
22.02.2023 22:00,124.8,121.6,7.825,103.0,5,81.19999999999999,16.4,79.5,3.1,20.7,0.06382978723404253,0.9836340206185566,0.92,0
22.02.2023 23:00,122.6,113.1,7.814,95.7,5,42.1,15.8,69.0,2.7,14.1,0.08510638297872342,0.9836340206185566,0.92,0
23.02.2023 00:00,122.4,112.6,7.443000000000001,91.3,4,38.9,15.0,68.5,2.6,12.5,0.1276595744680851,0.9827319587628867,0.92,0
23.02.2023 01:00,122.6,111.5,7.29,93.2,4,38.2,15.1,68.1,2.8,11.4,0.1702127659574468,0.9828608247422681,0.86,0
23.02.2023 02:00,120.2,108.9,7.382,91.0,5,38.90000000000001,14.6,68.4,2.6,10.0,0.1702127659574468,0.9828608247422681,0.86,0
23.02.2023 03:00,118.3,109.6,7.3,90.1,4,38.3,14.3,68.1,2.9,10.3,0.19148936170212766,0.9828608247422681,0.86,0
23.02.2023 04:00,116.6,108.3,7.348,97.3,5,40.3,14.2,68.9,2.7,10.0,0.1702127659574468,0.9818298969072164,0.86,0
23.02.2023 05:00,116.2,117.3,7.402,97.5,5,39.4,14.3,72.4,2.7,10.1,0.1702127659574468,0.9807989690721649,0.86,0
23.02.2023 06:00,132.2,118.2,7.339,117.8,6,53.40000000000001,17.7,106.2,2.7,9.7,0.1702127659574468,0.9798969072164948,0.86,0
23.02.2023 07:00,172.1,136.0,7.454,117.0,6,95.29999999999998,21.0,142.7,9.7,13.9,0.1702127659574468,0.9788659793814433,0.86,0
23.02.2023 08:00,199.5,153.2,7.356,137.0,6,133.7,25.3,156.9,11.5,13.1,0.1702127659574468,0.9788659793814433,0.86,0
23.02.2023 09:00,218.8,183.7,7.341,151.1,6,146.2,29.7,162.7,18.2,20.1,0.19148936170212766,0.9779639175257732,0.86,0
23.02.2023 10:00,233.0,192.1,7.428,166.8,5,144.7,30.2,179.6,33.9,19.0,0.2127659574468085,0.9769329896907216,0.86,0
23.02.2023 11:00,241.5,186.2,7.216,173.0,5,153.1,29.1,186.0,17.6,21.9,0.2127659574468085,0.9759020618556701,0.86,0
23.02.2023 12:00,239.3,190.1,7.457999999999999,164.2,5,138.9,27.9,190.4,23.8,23.2,0.23404255319148937,0.975,0.86,0
23.02.2023 13:00,219.0,183.5,7.220000000000001,153.6,5,135.1,25.7,176.3,19.3,20.2,0.2553191489361702,0.9740979381443299,0.86,0
23.02.2023 14:00,201.9,182.8,7.235,141.2,6,123.7,22.9,167.6,17.4,21.3,0.2553191489361702,0.9731958762886599,0.93,0
23.02.2023 15:00,196.2,177.9,7.469,141.9,6,116.8,22.5,157.8,16.1,21.7,0.2765957446808511,0.9721649484536082,0.86,0
23.02.2023 16:00,215.8,172.6,7.252,145.3,6,116.2,21.4,143.5,39.7,23.3,0.2765957446808511,0.971520618556701,0.93,0
23.02.2023 17:00,213.2,157.8,7.546,149.3,6,113.5,23.2,145.0,38.2,23.0,0.2765957446808511,0.9704896907216495,0.93,0
23.02.2023 18:00,179.2,165.1,7.957,122.5,5,105.7,24.1,141.3,38.8,23.4,0.2765957446808511,0.9695876288659794,0.93,0
23.02.2023 19:00,161.3,150.0,7.653,116.4,6,97.7,17.4,127.6,37.9,26.9,0.2978723404255319,0.9685567010309278,0.86,0
23.02.2023 20:00,141.5,127.9,7.835999999999999,107.6,6,94.1,19.1,109.5,29.9,25.2,0.2978723404255319,0.9675257731958762,0.86,0
23.02.2023 21:00,149.6,127.7,7.856,104.4,5,83.2,15.5,91.5,14.1,26.8,0.2978723404255319,0.9666237113402062,0.93,0
23.02.2023 22:00,139.2,123.6,7.667,102.6,5,79.3,15.2,75.8,2.7,22.7,0.2978723404255319,0.9655927835051545,0.93,0
23.02.2023 23:00,124.7,116.9,7.81,94.8,5,40.5,13.6,69.5,2.5,17.2,0.2978723404255319,0.9655927835051545,0.93,0
24.02.2023 00:00,138.5,113.0,7.361,89.0,5,39.6,14.8,68.4,2.4,16.3,0.2978723404255319,0.9645618556701031,0.93,0
24.02.2023 01:00,134.3,114.1,7.387,90.3,4,37.40000000000001,13.7,69.0,2.6,13.7,0.2978723404255319,0.9626288659793815,0.93,0
24.02.2023 02:00,121.3,111.7,7.325,91.0,5,37.50000000000001,13.5,69.1,2.6,13.0,0.2978723404255319,0.9617268041237113,0.93,0
24.02.2023 03:00,119.0,111.8,7.299,88.9,4,37.2,13.5,67.3,2.5,12.1,0.2978723404255319,0.9606958762886598,0.93,0
24.02.2023 04:00,118.0,109.6,7.356,96.0,5,36.7,13.4,68.0,2.4,12.7,0.2978723404255319,0.9606958762886598,0.93,0
24.02.2023 05:00,118.0,107.9,7.342000000000001,95.8,4,36.10000000000001,13.5,68.8,2.5,12.2,0.2978723404255319,0.9596649484536083,0.93,0
24.02.2023 06:00,154.6,105.2,7.333,107.9,5,38.9,16.4,69.9,2.5,11.8,0.2765957446808511,0.9587628865979382,1.0,0
24.02.2023 07:00,171.3,105.3,7.34,89.9,5,61.50000000000001,17.8,70.10000000000001,6.5,13.0,0.2765957446808511,0.9587628865979382,1.0,0
24.02.2023 08:00,173.2,105.6,7.38,92.3,5,77.5,18.4,69.9,11.7,16.3,0.2765957446808511,0.9587628865979382,1.0,0
24.02.2023 09:00,171.7,104.8,7.165,93.5,5,77.1,18.4,70.6,11.9,17.1,0.2765957446808511,0.9587628865979382,1.0,0
24.02.2023 10:00,173.5,107.6,7.321000000000001,95.9,5,78.0,18.5,71.1,10.3,21.7,0.2978723404255319,0.9587628865979382,0.93,0
24.02.2023 11:00,170.8,108.8,7.273,100.3,5,77.19999999999999,18.3,71.6,10.2,16.7,0.2978723404255319,0.9577319587628866,1.0,0
24.02.2023 12:00,165.0,113.7,7.236000000000001,101.4,6,78.10000000000001,18.1,72.9,10.5,18.7,0.2978723404255319,0.9577319587628866,1.0,0
24.02.2023 13:00,167.2,116.2,7.243,99.4,4,78.69999999999999,18.5,71.9,19.7,19.3,0.3191489361702128,0.956958762886598,0.93,0
24.02.2023 14:00,168.4,114.6,7.271,99.0,4,77.7,17.8,72.1,23.1,25.1,0.3191489361702128,0.956958762886598,0.93,0
24.02.2023 15:00,169.2,114.7,7.297000000000001,101.0,4,80.5,17.9,72.3,23.2,23.9,0.3191489361702128,0.956958762886598,0.93,0
24.02.2023 16:00,170.1,116.9,7.217,100.6,4,79.50000000000001,18.1,73.3,28.6,25.4,0.3191489361702128,0.956958762886598,0.93,0
24.02.2023 17:00,165.4,117.4,7.645,99.1,4,79.6,18.1,72.89999999999999,20.8,22.2,0.3191489361702128,0.956958762886598,0.93,0
24.02.2023 18:00,163.3,117.1,7.744,96.2,5,79.69999999999999,18.5,72.2,25.7,29.9,0.3191489361702128,0.956958762886598,0.93,0
24.02.2023 19:00,156.1,113.9,7.714,95.5,4,78.7,15.8,71.5,28.8,25.4,0.3191489361702128,0.9559278350515463,0.93,0
24.02.2023 20:00,127.6,112.2,7.809,94.7,5,77.3,13.4,71.2,18.8,23.5,0.3191489361702128,0.9559278350515463,0.93,0
24.02.2023 21:00,124.3,113.7,7.668,93.3,5,78.5,13.2,69.6,2.6,21.7,0.3191489361702128,0.9559278350515463,0.93,0
24.02.2023 22:00,122.1,109.2,8.031,93.0,4,76.0,13.2,68.4,2.5,18.0,0.3191489361702128,0.9559278350515463,0.93,0
24.02.2023 23:00,127.7,105.4,8.084,91.5,4,38.4,13.1,68.8,2.5,16.2,0.3191489361702128,0.9559278350515463,0.93,0
25.02.2023 00:00,148.0,106.4,7.731,92.4,4,37.2,13.4,69.7,2.5,14.2,0.3191489361702128,0.9559278350515463,0.93,1
25.02.2023 01:00,134.5,107.2,7.294,92.6,4,36.6,13.4,70.1,2.6,12.1,0.2978723404255319,0.9559278350515463,0.93,1
25.02.2023 02:00,118.6,106.7,7.273,91.2,4,37.8,13.2,70.5,2.6,12.4,0.2978723404255319,0.9548969072164948,0.93,1
25.02.2023 03:00,119.1,105.4,7.262,90.9,4,36.8,13.3,69.2,2.5,10.5,0.2978723404255319,0.9548969072164948,0.86,1
25.02.2023 04:00,118.1,102.9,7.255,98.3,4,37.7,13.5,68.9,2.5,10.2,0.2978723404255319,0.9559278350515463,0.86,1
25.02.2023 05:00,117.6,102.9,7.313,97.4,4,38.00000000000001,13.7,68.39999999999999,2.6,11.3,0.2978723404255319,0.9548969072164948,0.86,1
25.02.2023 06:00,117.1,102.1,7.398000000000001,111.5,4,40.0,16.7,68.8,2.6,11.2,0.2765957446808511,0.955798969072165,0.93,1
25.02.2023 07:00,120.3,102.3,7.34,93.4,5,42.1,18.0,71.2,3.4,11.7,0.2978723404255319,0.9559278350515463,0.86,1
25.02.2023 08:00,126.2,103.1,7.383,95.4,4,41.8,18.1,78.10000000000001,9.1,14.2,0.2978723404255319,0.9559278350515463,0.86,1
25.02.2023 09:00,132.9,103.6,7.332,94.6,5,42.3,18.4,87.5,18.9,16.2,0.2765957446808511,0.9568298969072164,0.93,1
25.02.2023 10:00,133.1,103.5,7.373,99.5,4,96.1,23.2,90.7,20.3,19.7,0.2765957446808511,0.9568298969072164,0.86,1
25.02.2023 11:00,135.1,105.0,7.503,102.7,5,96.7,23.7,93.2,20.2,19.4,0.2765957446808511,0.9568298969072164,0.86,1
25.02.2023 12:00,136.6,107.5,7.369,102.2,4,99.1,22.4,94.9,35.0,20.9,0.2978723404255319,0.9577319587628866,0.8,1
25.02.2023 13:00,140.9,110.2,7.390000000000001,106.4,5,103.9,22.5,96.4,36.9,20.7,0.2978723404255319,0.9577319587628866,0.86,1
25.02.2023 14:00,164.0,110.0,7.524,105.4,4,105.6,25.1,89.8,38.3,20.5,0.2978723404255319,0.9587628865979382,0.86,1
25.02.2023 15:00,166.6,109.1,7.292,103.5,5,106.0,24.5,84.9,39.9,21.3,0.2978723404255319,0.9587628865979382,0.86,1
25.02.2023 16:00,148.1,108.6,7.46,104.7,16,104.8,22.9,84.3,47.1,22.7,0.2765957446808511,0.9596649484536083,0.93,1
25.02.2023 17:00,138.7,107.2,7.71,101.1,19,106.6,19.6,79.19999999999999,43.3,23.5,0.2978723404255319,0.9606958762886598,0.86,1
25.02.2023 18:00,152.6,107.2,7.889,94.4,20,79.4,20.8,78.7,44.8,24.7,0.2978723404255319,0.9617268041237113,0.86,1
25.02.2023 19:00,152.0,106.6,7.901,94.2,19,45.2,18.4,76.69999999999999,44.8,24.9,0.2978723404255319,0.9626288659793815,0.86,1
25.02.2023 20:00,144.2,105.1,7.959000000000001,93.1,18,46.0,16.2,73.6,44.4,23.9,0.2978723404255319,0.9626288659793815,0.8,1
25.02.2023 21:00,125.1,104.3,7.972,92.8,6,42.9,18.1,72.2,34.5,22.2,0.2765957446808511,0.9636597938144329,0.8,1
25.02.2023 22:00,124.5,105.1,7.88,93.0,5,42.8,15.4,69.6,4.8,19.6,0.2765957446808511,0.9645618556701031,0.8,1
25.02.2023 23:00,145.8,105.5,8.012,91.4,4,40.5,14.4,70.8,2.8,14.6,0.2765957446808511,0.9645618556701031,0.8,1
26.02.2023 00:00,149.5,105.7,7.566,92.4,4,39.8,14.2,71.5,2.7,12.9,0.2553191489361702,0.9655927835051545,0.8,1
26.02.2023 01:00,148.7,104.9,7.555,88.5,4,40.7,13.9,71.2,2.7,11.8,0.23404255319148937,0.9655927835051545,0.8,1
26.02.2023 02:00,138.8,104.3,7.545,87.1,4,38.7,13.8,69.7,2.8,10.3,0.23404255319148937,0.9666237113402062,0.8,1
26.02.2023 03:00,119.1,103.7,7.425,88.2,4,38.4,13.9,70.1,2.7,10.8,0.2553191489361702,0.9666237113402062,0.8,1
26.02.2023 04:00,133.1,102.7,7.56,95.2,4,38.90000000000001,14.0,68.39999999999999,2.7,10.1,0.23404255319148937,0.9675257731958762,0.74,1
26.02.2023 05:00,143.3,103.2,7.516,93.4,4,38.00000000000001,14.1,69.5,2.8,10.3,0.23404255319148937,0.9675257731958762,0.74,1
26.02.2023 06:00,142.7,102.5,7.595,108.4,4,41.40000000000001,17.7,70.0,2.7,9.9,0.23404255319148937,0.9685567010309278,0.74,1
26.02.2023 07:00,121.8,102.1,7.443,90.3,4,40.4,19.2,70.5,3.0,11.5,0.23404255319148937,0.9685567010309278,0.8,1
26.02.2023 08:00,120.9,102.4,7.549,90.4,5,41.90000000000001,21.8,70.9,4.4,15.3,0.23404255319148937,0.9685567010309278,0.8,1
26.02.2023 09:00,128.8,104.6,7.549,88.6,4,41.4,19.7,76.1,12.6,15.1,0.23404255319148937,0.9695876288659794,0.86,1
26.02.2023 10:00,129.0,107.4,7.446,95.7,5,41.2,20.7,103.5,14.6,16.7,0.23404255319148937,0.9704896907216495,0.86,1
26.02.2023 11:00,129.2,108.0,7.601,96.7,4,40.2,19.7,84.80000000000001,30.1,17.0,0.23404255319148937,0.9704896907216495,0.8,1
26.02.2023 12:00,130.7,109.6,7.52,95.1,4,40.90000000000001,20.5,86.8,38.8,11.2,0.2553191489361702,0.971520618556701,0.6900000000000001,1
26.02.2023 13:00,132.2,112.2,7.638,96.4,4,41.8,21.1,85.4,39.5,16.9,0.2553191489361702,0.971520618556701,0.74,1
26.02.2023 14:00,131.5,114.3,7.527,101.0,5,44.90000000000001,20.6,85.7,39.5,19.2,0.2553191489361702,0.9721649484536082,0.8,1
26.02.2023 15:00,131.6,115.6,7.524,102.5,4,46.4,20.4,79.10000000000001,39.7,21.7,0.2765957446808511,0.9721649484536082,0.74,1
26.02.2023 16:00,132.7,113.8,7.604,100.2,5,46.0,22.6,79.9,46.1,22.7,0.2978723404255319,0.9731958762886599,0.64,1
26.02.2023 17:00,134.0,112.2,7.681,99.3,4,46.4,21.7,74.1,36.1,23.3,0.2765957446808511,0.9740979381443299,0.6900000000000001,1
26.02.2023 18:00,125.4,115.1,8.028,95.1,4,46.90000000000001,22.3,72.9,30.7,29.1,0.2765957446808511,0.9740979381443299,0.6900000000000001,1
26.02.2023 19:00,124.6,113.6,7.907,94.5,5,43.2,18.2,72.2,29.4,30.1,0.2765957446808511,0.9751288659793815,0.6900000000000001,1
26.02.2023 20:00,123.6,114.9,7.944,94.0,5,42.7,14.9,69.3,7.2,29.0,0.2553191489361702,0.9759020618556701,0.74,1
26.02.2023 21:00,121.5,114.1,8.068999999999999,90.0,4,42.5,15.3,69.4,2.7,27.2,0.2553191489361702,0.9769329896907216,0.74,1
26.02.2023 22:00,121.7,113.7,7.907,91.1,5,41.2,15.2,69.4,2.8,23.7,0.23404255319148937,0.9769329896907216,0.8,1
26.02.2023 23:00,120.1,109.4,7.872,88.9,4,39.8,14.2,68.1,3.1,19.9,0.23404255319148937,0.9779639175257732,0.8,1
27.02.2023 00:00,119.1,106.9,7.697,88.5,4,39.0,14.2,68.8,3.0,14.8,0.23404255319148937,0.9788659793814433,0.8,0
27.02.2023 01:00,118.4,110.4,7.594,87.5,4,39.7,14.1,68.4,2.6,13.6,0.2127659574468085,0.9798969072164948,0.86,0
27.02.2023 02:00,117.5,107.8,7.58,87.7,4,38.40000000000001,14.0,67.5,2.6,12.3,0.2127659574468085,0.9798969072164948,0.86,0
27.02.2023 03:00,115.4,105.3,7.652,88.5,5,39.0,14.0,70.7,2.5,11.4,0.23404255319148937,0.9807989690721649,0.8,0
27.02.2023 04:00,115.0,104.1,7.511,95.4,4,45.4,14.0,72.6,2.4,9.1,0.2127659574468085,0.9818298969072164,0.86,0
27.02.2023 05:00,118.3,114.0,7.542,99.1,4,58.2,14.6,101.7,2.4,9.6,0.1276595744680851,0.981701030927835,0.92,0
27.02.2023 06:00,132.1,122.5,7.600000000000001,117.1,5,61.7,18.7,115.1,2.3,9.8,0.14893617021276595,0.9827319587628867,0.93,0
27.02.2023 07:00,180.0,145.6,7.527,112.9,5,95.0,21.2,120.9,10.6,11.3,0.10638297872340424,0.9827319587628867,0.92,0
27.02.2023 08:00,205.5,148.0,7.839,135.1,5,126.2,26.6,143.1,14.7,11.4,0.10638297872340424,0.9836340206185566,0.92,0
27.02.2023 09:00,215.9,166.1,7.598,153.9,4,142.6,31.2,171.7,10.7,9.5,0.14893617021276595,0.9836340206185566,0.93,0
27.02.2023 10:00,229.0,182.7,7.583,169.2,4,146.3,28.0,187.6,15.7,6.2,0.23404255319148937,0.9837628865979381,0.86,0
27.02.2023 11:00,230.3,190.0,7.489,176.8,5,148.3,29.9,178.3,13.9,6.9,0.2765957446808511,0.9847938144329897,0.8,0
27.02.2023 12:00,220.7,182.2,7.434,177.3,4,160.0,30.5,186.9,19.0,10.9,0.2978723404255319,0.9847938144329897,0.74,0
27.02.2023 13:00,201.5,187.8,7.465,179.5,5,153.9,29.7,189.1,15.3,9.0,0.3404255319148936,0.9849226804123711,0.6900000000000001,0
27.02.2023 14:00,197.3,192.3,7.493,181.2,5,154.8,30.1,183.1,16.9,13.1,0.36170212765957444,0.9849226804123711,0.65,0
27.02.2023 15:00,202.5,188.8,7.430000000000001,182.3,5,150.0,28.5,177.3,16.1,21.1,0.36170212765957444,0.9849226804123711,0.7000000000000001,0
27.02.2023 16:00,200.0,178.2,7.390000000000001,174.0,7,144.8,25.3,170.5,29.1,20.9,0.36170212765957444,0.9838917525773195,0.81,0
27.02.2023 17:00,187.1,156.1,7.883,155.4,7,134.7,19.9,154.9,34.6,28.9,0.36170212765957444,0.9838917525773195,0.81,0
27.02.2023 18:00,181.1,153.0,7.946000000000001,133.5,6,116.6,21.1,142.2,41.2,27.0,0.36170212765957444,0.9838917525773195,0.87,0
27.02.2023 19:00,164.5,143.5,8.417,125.7,5,106.2,17.0,124.3,42.3,27.8,0.36170212765957444,0.9829896907216494,0.93,0
27.02.2023 20:00,126.1,124.4,8.41,116.6,5,97.9,14.7,102.4,39.1,30.3,0.36170212765957444,0.9829896907216494,0.93,0
27.02.2023 21:00,124.4,118.2,8.424999999999999,114.3,5,81.8,19.1,84.5,18.8,27.2,0.36170212765957444,0.9829896907216494,1.0,0
27.02.2023 22:00,122.8,113.1,8.148,115.3,5,79.69999999999999,13.5,72.0,4.6,24.1,0.36170212765957444,0.9819587628865979,0.93,0
27.02.2023 23:00,119.7,107.7,7.924,104.4,5,39.90000000000001,11.3,70.4,4.5,19.2,0.36170212765957444,0.9809278350515465,0.93,0
28.02.2023 00:00,119.4,109.2,7.621,101.6,5,36.9,11.5,69.7,4.4,15.7,0.36170212765957444,0.9809278350515465,0.93,0
28.02.2023 01:00,121.5,108.4,7.454,102.2,4,37.5,11.3,69.2,4.4,13.2,0.3829787234042553,0.9800257731958762,0.87,0
28.02.2023 02:00,125.7,108.6,7.47,100.0,5,35.3,11.3,68.2,4.4,12.1,0.40425531914893614,0.9800257731958762,0.81,0
28.02.2023 03:00,122.0,105.5,7.389,99.9,4,37.60000000000001,11.1,68.5,4.4,10.7,0.40425531914893614,0.9800257731958762,0.81,0
28.02.2023 04:00,121.2,103.2,7.557,103.3,5,36.00000000000001,11.1,68.9,4.4,10.4,0.40425531914893614,0.9789948453608248,0.81,0
28.02.2023 05:00,122.7,108.9,7.492,104.5,5,37.90000000000001,11.9,79.1,4.4,10.5,0.40425531914893614,0.9789948453608248,0.81,0
28.02.2023 06:00,139.1,113.2,7.504,126.4,6,49.00000000000001,13.2,113.1,4.6,12.1,0.40425531914893614,0.9789948453608248,0.81,0
28.02.2023 07:00,177.9,131.4,7.608000000000001,125.1,6,99.4,15.3,152.2,11.6,13.2,0.3829787234042553,0.9789948453608248,0.87,0
28.02.2023 08:00,187.0,151.4,7.487,148.3,6,135.9,23.9,165.2,15.8,15.9,0.3829787234042553,0.9789948453608248,0.87,0
28.02.2023 09:00,199.6,166.2,7.510000000000001,170.4,6,146.7,28.8,177.2,18.4,14.8,0.40425531914893614,0.9789948453608248,0.81,0
28.02.2023 10:00,203.8,189.0,7.386,179.4,6,146.8,35.1,182.5,20.0,11.3,0.40425531914893614,0.9780927835051546,0.81,0
28.02.2023 11:00,206.7,204.7,7.414000000000001,189.3,4,148.4,36.6,181.1,14.7,9.3,0.40425531914893614,0.9789948453608248,0.81,0
28.02.2023 12:00,205.6,204.3,7.45,187.6,5,150.8,31.8,180.9,18.3,13.1,0.425531914893617,0.9789948453608248,0.75,0
28.02.2023 13:00,206.2,205.9,7.264,192.7,5,155.6,31.6,184.5,15.8,19.7,0.3829787234042553,0.9800257731958762,0.87,0
28.02.2023 14:00,212.4,203.4,7.427,198.5,5,152.7,31.3,179.6,22.0,18.3,0.36170212765957444,0.9789948453608248,0.93,0
28.02.2023 15:00,208.0,189.0,7.732,185.1,4,149.4,31.6,172.7,22.6,18.4,0.3829787234042553,0.9789948453608248,0.87,0
28.02.2023 16:00,207.8,181.7,7.533,168.2,5,142.9,27.1,166.4,39.0,20.1,0.3829787234042553,0.9800257731958762,0.81,0
28.02.2023 17:00,200.1,161.0,7.896000000000001,160.4,5,136.0,27.0,159.5,42.3,27.1,0.3829787234042553,0.9800257731958762,0.7000000000000001,0
28.02.2023 18:00,212.2,152.1,7.872,144.8,5,117.7,19.3,157.1,41.9,24.6,0.36170212765957444,0.9800257731958762,0.81,0
28.02.2023 19:00,204.3,150.9,7.932,131.8,5,107.8,15.9,142.0,35.4,29.5,0.3829787234042553,0.9809278350515465,0.7000000000000001,0
28.02.2023 20:00,142.0,132.5,7.926,118.3,5,96.9,17.1,117.8,34.7,29.0,0.36170212765957444,0.9809278350515465,0.75,0
28.02.2023 21:00,129.8,123.3,7.963,116.0,5,83.5,20.5,100.8,23.7,22.9,0.36170212765957444,0.9809278350515465,0.7000000000000001,0
28.02.2023 22:00,126.8,115.7,7.898000000000001,110.8,4,80.3,19.3,85.9,4.8,22.0,0.3829787234042553,0.9809278350515465,0.6,0
28.02.2023 23:00,125.3,107.9,7.967000000000001,103.4,5,38.0,13.2,74.9,4.5,16.2,0.36170212765957444,0.9809278350515465,0.75,0
01.03.2023 00:00,125.4,109.1,7.58,102.9,4,37.90000000000001,11.9,70.4,4.7,13.7,0.36170212765957444,0.9809278350515465,0.75,0
01.03.2023 01:00,125.5,111.1,7.432,101.8,5,37.5,11.8,69.9,4.6,12.4,0.36170212765957444,0.9809278350515465,0.75,0
01.03.2023 02:00,125.6,109.9,7.53,101.1,4,37.0,11.6,68.8,4.5,11.4,0.36170212765957444,0.9809278350515465,0.75,0
01.03.2023 03:00,122.2,108.7,7.531000000000001,101.6,5,36.60000000000001,11.4,69.8,4.7,11.4,0.36170212765957444,0.9809278350515465,0.75,0
01.03.2023 04:00,133.7,110.8,7.302,108.1,5,37.7,11.4,68.4,4.4,10.8,0.36170212765957444,0.9809278350515465,0.75,0
01.03.2023 05:00,147.6,113.9,7.558,106.9,4,39.1,12.6,76.0,4.7,12.0,0.3404255319148936,0.9809278350515465,0.8,0
01.03.2023 06:00,153.5,115.4,7.391,129.4,5,52.9,13.2,105.7,5.4,12.0,0.3404255319148936,0.9809278350515465,0.8,0
01.03.2023 07:00,179.4,136.4,7.340000000000001,126.1,5,98.9,16.5,141.7,12.9,13.6,0.3404255319148936,0.9809278350515465,0.8,0
01.03.2023 08:00,185.6,156.6,7.609,151.9,5,127.8,24.2,152.5,17.3,11.7,0.3404255319148936,0.9809278350515465,0.8,0
01.03.2023 09:00,193.9,176.3,7.324999999999999,170.8,5,145.8,29.6,167.5,20.8,10.4,0.36170212765957444,0.9809278350515465,0.81,0
01.03.2023 10:00,198.8,183.2,7.27,177.8,4,153.9,30.4,187.0,23.5,7.9,0.36170212765957444,0.9800257731958762,0.81,0
01.03.2023 11:00,203.4,181.8,7.181,179.8,4,154.3,30.7,181.7,25.1,12.1,0.40425531914893614,0.9800257731958762,0.65,0
01.03.2023 12:00,203.4,190.5,7.047000000000001,176.5,4,150.7,27.9,190.6,19.6,7.1,0.3829787234042553,0.9789948453608248,0.75,0
01.03.2023 13:00,205.3,192.4,7.193,178.7,4,153.8,26.3,190.8,15.5,9.9,0.40425531914893614,0.9780927835051546,0.75,0
01.03.2023 14:00,211.4,194.4,7.058000000000001,178.1,4,150.6,29.4,175.7,19.9,8.2,0.40425531914893614,0.9780927835051546,0.81,0
01.03.2023 15:00,204.9,191.7,7.271,174.4,5,148.3,28.1,168.2,23.2,10.3,0.40425531914893614,0.9780927835051546,0.81,0
01.03.2023 16:00,201.1,181.7,7.12,160.1,15,139.6,25.2,166.0,38.3,14.3,0.40425531914893614,0.9770618556701032,0.81,0
01.03.2023 17:00,196.8,153.1,7.511,153.8,18,131.4,21.4,155.0,43.1,23.2,0.3829787234042553,0.9760309278350515,0.87,0
01.03.2023 18:00,198.2,144.9,7.596,140.9,17,114.9,21.1,144.6,49.5,24.2,0.3829787234042553,0.9770618556701032,0.87,0
01.03.2023 19:00,177.4,136.4,7.665999999999999,132.4,18,110.8,19.3,127.2,50.7,26.1,0.3829787234042553,0.9770618556701032,0.87,0
01.03.2023 20:00,139.8,125.5,7.774,120.9,8,95.8,17.3,108.1,42.2,24.2,0.40425531914893614,0.9780927835051546,0.81,0
01.03.2023 21:00,131.6,119.8,7.989,116.5,4,82.3,17.0,88.6,21.4,20.9,0.36170212765957444,0.9780927835051546,0.93,0
01.03.2023 22:00,130.4,115.4,8.121,113.0,4,77.3,21.6,73.8,4.6,18.6,0.3829787234042553,0.9780927835051546,0.87,0
01.03.2023 23:00,130.3,109.3,7.913,103.8,4,40.4,12.0,70.1,4.5,16.0,0.36170212765957444,0.9780927835051546,0.93,0
02.03.2023 00:00,132.5,108.5,7.583,101.9,4,35.3,11.5,69.8,4.6,14.6,0.3829787234042553,0.9780927835051546,0.87,0
